04.12.2015;0
03.12.2015;0
02.12.2015;0
01.12.2015;0
30.11.2015;0
27.11.2015;0
26.11.2015;0
25.11.2015;0
24.11.2015;0
23.11.2015;0
20.11.2015;0
19.11.2015;0
18.11.2015;0
17.11.2015;0
16.11.2015;0
13.11.2015;0
12.11.2015;0
11.11.2015;0
10.11.2015;0
09.11.2015;0
06.11.2015;0
05.11.2015;0
03.11.2015;0
02.11.2015;0
30.10.2015;0
29.10.2015;0
28.10.2015;0
27.10.2015;0
26.10.2015;0
23.10.2015;0
22.10.2015;0
21.10.2015;0
20.10.2015;0
19.10.2015;0
16.10.2015;0
15.10.2015;0
14.10.2015;0
13.10.2015;0
12.10.2015;0
09.10.2015;0
08.10.2015;0
07.10.2015;0
06.10.2015;0
05.10.2015;0
02.10.2015;0
01.10.2015;0
30.09.2015;0
29.09.2015;0
28.09.2015;0
25.09.2015;0
24.09.2015;0
23.09.2015;0
22.09.2015;0
21.09.2015;0
18.09.2015;0
17.09.2015;0
16.09.2015;0
15.09.2015;0
14.09.2015;0
11.09.2015;0
10.09.2015;0
09.09.2015;0
08.09.2015;0
07.09.2015;0
04.09.2015;0
03.09.2015;0
02.09.2015;0
01.09.2015;0
31.08.2015;0
28.08.2015;0
27.08.2015;0
26.08.2015;0
25.08.2015;0
24.08.2015;0
21.08.2015;0
20.08.2015;0
19.08.2015;0
18.08.2015;0
17.08.2015;0
14.08.2015;0
13.08.2015;0
12.08.2015;0
11.08.2015;0
10.08.2015;0
07.08.2015;0
06.08.2015;0
05.08.2015;0
04.08.2015;0
03.08.2015;0
31.07.2015;0
30.07.2015;0
29.07.2015;0
28.07.2015;160
27.07.2015;200
24.07.2015;200
23.07.2015;200
22.07.2015;200
21.07.2015;200
20.07.2015;200
17.07.2015;200
16.07.2015;200
15.07.2015;200
14.07.2015;200
13.07.2015;200
10.07.2015;200
09.07.2015;200
08.07.2015;200
07.07.2015;200
06.07.2015;200
03.07.2015;200
02.07.2015;200
01.07.2015;200
30.06.2015;200
29.06.2015;200
26.06.2015;200
25.06.2015;200
24.06.2015;200
23.06.2015;200
22.06.2015;200
19.06.2015;200
18.06.2015;200
17.06.2015;200
16.06.2015;200
15.06.2015;200
11.06.2015;200
10.06.2015;200
09.06.2015;150
08.06.2015;0
05.06.2015;131
04.06.2015;200
03.06.2015;200
02.06.2015;150
01.06.2015;200
29.05.2015;200
28.05.2015;150
27.05.2015;200
26.05.2015;400
25.05.2015;0
22.05.2015;200
21.05.2015;200
20.05.2015;200
19.05.2015;200
18.05.2015;200
15.05.2015;200
14.05.2015;181
13.05.2015;0
12.05.2015;0
08.05.2015;0
07.05.2015;0
06.05.2015;0
29.04.2015;0
28.04.2015;0
27.04.2015;0
24.04.2015;0
23.04.2015;0
22.04.2015;0
21.04.2015;0
20.04.2015;0
17.04.2015;0
16.04.2015;0
15.04.2015;0
14.04.2015;0
13.04.2015;0
10.04.2015;0
09.04.2015;0
08.04.2015;0
07.04.2015;0
06.04.2015;0
03.04.2015;0
02.04.2015;0
01.04.2015;0
31.03.2015;0
30.03.2015;0
27.03.2015;0
26.03.2015;0
25.03.2015;0
24.03.2015;0
23.03.2015;0
20.03.2015;0
19.03.2015;0
18.03.2015;0
17.03.2015;0
16.03.2015;0
13.03.2015;0
12.03.2015;0
11.03.2015;0
10.03.2015;0
06.03.2015;0
05.03.2015;0
04.03.2015;0
03.03.2015;0
02.03.2015;0
27.02.2015;0
26.02.2015;0
25.02.2015;0
24.02.2015;0
20.02.2015;0
19.02.2015;0
18.02.2015;0
17.02.2015;0
16.02.2015;0
13.02.2015;0
12.02.2015;0
11.02.2015;0
10.02.2015;0
09.02.2015;0
06.02.2015;0
05.02.2015;0
04.02.2015;0
03.02.2015;0
02.02.2015;-690
30.01.2015;-5
29.01.2015;0
28.01.2015;-10
27.01.2015;-50
26.01.2015;0
23.01.2015;0
22.01.2015;0
21.01.2015;0
20.01.2015;0
19.01.2015;0
16.01.2015;0
15.01.2015;-38
14.01.2015;-650
13.01.2015;-154
12.01.2015;-1 323
30.12.2014;-80
29.12.2014;0
26.12.2014;0
25.12.2014;0
24.12.2014;0
23.12.2014;0
22.12.2014;-420
19.12.2014;-500
18.12.2014;0
17.12.2014;0
16.12.2014;-1 961
15.12.2014;-2 383
12.12.2014;-478
11.12.2014;-206
10.12.2014;-348
09.12.2014;-400
08.12.2014;-1 926
05.12.2014;0
04.12.2014;-1 900
03.12.2014;0
02.12.2014;-700
01.12.2014;0
28.11.2014;0
27.11.2014;0
26.11.2014;0
25.11.2014;0
24.11.2014;0
21.11.2014;0
20.11.2014;0
19.11.2014;0
18.11.2014;0
17.11.2014;0
14.11.2014;0
13.11.2014;0
12.11.2014;0
11.11.2014;0
10.11.2014;-350
07.11.2014;-350
06.11.2014;-350
05.11.2014;0
31.10.2014;-2 531
30.10.2014;-2 928
29.10.2014;-2 760
28.10.2014;-2 490
27.10.2014;-2 444
24.10.2014;-2 736
23.10.2014;0
22.10.2014;-13
21.10.2014;0
20.10.2014;-210
17.10.2014;-2 118
16.10.2014;-1 768
15.10.2014;-2 286
14.10.2014;-2 720
13.10.2014;-43
10.10.2014;-866
09.10.2014;-1 501
08.10.2014;-442
07.10.2014;-420
06.10.2014;-980
03.10.2014;0
02.10.2014;-4
01.10.2014;0
30.09.2014;0
29.09.2014;0
26.09.2014;0
25.09.2014;0
24.09.2014;0
23.09.2014;0
22.09.2014;0
19.09.2014;0
18.09.2014;0
17.09.2014;0
16.09.2014;0
15.09.2014;0
12.09.2014;0
11.09.2014;0
10.09.2014;0
09.09.2014;0
08.09.2014;0
05.09.2014;0
04.09.2014;0
03.09.2014;0
02.09.2014;0
01.09.2014;0
29.08.2014;0
28.08.2014;0
27.08.2014;0
26.08.2014;0
25.08.2014;0
22.08.2014;0
21.08.2014;0
20.08.2014;0
19.08.2014;0
18.08.2014;0
15.08.2014;0
14.08.2014;0
13.08.2014;0
12.08.2014;0
11.08.2014;0
08.08.2014;0
07.08.2014;0
06.08.2014;0
05.08.2014;0
04.08.2014;0
01.08.2014;0
31.07.2014;0
30.07.2014;0
29.07.2014;0
28.07.2014;0
25.07.2014;0
24.07.2014;0
23.07.2014;0
22.07.2014;0
21.07.2014;0
18.07.2014;0
17.07.2014;0
16.07.2014;0
15.07.2014;0
14.07.2014;0
11.07.2014;0
10.07.2014;0
09.07.2014;0
08.07.2014;0
07.07.2014;0
04.07.2014;0
03.07.2014;0
02.07.2014;0
01.07.2014;0
30.06.2014;0
27.06.2014;0
26.06.2014;0
25.06.2014;0
24.06.2014;0
23.06.2014;96
20.06.2014;101
19.06.2014;101
18.06.2014;101
17.06.2014;102
16.06.2014;204
11.06.2014;102
10.06.2014;101
09.06.2014;100
06.06.2014;100
05.06.2014;100
04.06.2014;100
03.06.2014;101
02.06.2014;101
30.05.2014;101
29.05.2014;102
28.05.2014;103
27.05.2014;194
26.05.2014;10
23.05.2014;101
22.05.2014;101
21.05.2014;101
20.05.2014;101
19.05.2014;101
16.05.2014;101
15.05.2014;100
14.05.2014;99
13.05.2014;100
12.05.2014;89
08.05.2014;-98
07.05.2014;-102
06.05.2014;-102
05.05.2014;-204
30.04.2014;-103
29.04.2014;-103
28.04.2014;-102
25.04.2014;-102
24.04.2014;-102
23.04.2014;-102
22.04.2014;-128
21.04.2014;-90
18.04.2014;-90
17.04.2014;-113
16.04.2014;-103
15.04.2014;-102
14.04.2014;-102
11.04.2014;-200
10.04.2014;-200
09.04.2014;-200
08.04.2014;-200
07.04.2014;-138
04.04.2014;-200
03.04.2014;-163
02.04.2014;0
01.04.2014;-181
31.03.2014;-200
28.03.2014;-200
27.03.2014;-200
26.03.2014;-203
25.03.2014;-322
24.03.2014;-400
21.03.2014;-357
20.03.2014;-400
19.03.2014;-400
18.03.2014;-650
17.03.2014;-4 407
14.03.2014;-1 678
13.03.2014;-2 657
12.03.2014;-400
11.03.2014;-400
07.03.2014;-400
06.03.2014;-400
05.03.2014;-304
04.03.2014;-11 272
03.03.2014;-1 103
28.02.2014;-392
27.02.2014;-302
26.02.2014;-301
25.02.2014;-302
24.02.2014;-302
21.02.2014;-482
20.02.2014;-301
19.02.2014;-400
18.02.2014;-731
17.02.2014;-69
14.02.2014;-329
13.02.2014;-200
12.02.2014;-237
11.02.2014;-200
10.02.2014;-200
07.02.2014;-200
06.02.2014;-235
05.02.2014;-400
04.02.2014;-400
03.02.2014;-400
31.01.2014;-1 822
30.01.2014;-1 658
29.01.2014;-400
28.01.2014;-1 138
27.01.2014;-400
24.01.2014;-398
23.01.2014;-200
22.01.2014;-200
21.01.2014;-378
20.01.2014;-22
17.01.2014;-200
16.01.2014;-200
15.01.2014;-200
14.01.2014;-200
13.01.2014;-200
10.01.2014;-200
09.01.2014;-600
30.12.2013;-200
27.12.2013;-178
26.12.2013;-238
25.12.2013;0
24.12.2013;-200
23.12.2013;-200
20.12.2013;-200
19.12.2013;-202
18.12.2013;-200
17.12.2013;-200
16.12.2013;-200
13.12.2013;-200
12.12.2013;-200
11.12.2013;-200
10.12.2013;-200
09.12.2013;-200
06.12.2013;-200
05.12.2013;-200
04.12.2013;-200
03.12.2013;-200
02.12.2013;-200
29.11.2013;-380
28.11.2013;-20
27.11.2013;-200
26.11.2013;-200
25.11.2013;-200
22.11.2013;-200
21.11.2013;-200
20.11.2013;-200
19.11.2013;-200
18.11.2013;-200
15.11.2013;-200
14.11.2013;-200
13.11.2013;-200
12.11.2013;-200
11.11.2013;-185
08.11.2013;-126
07.11.2013;-200
06.11.2013;-200
05.11.2013;-1
01.11.2013;-44
31.10.2013;-127
30.10.2013;-129
29.10.2013;62
28.10.2013;63
25.10.2013;63
24.10.2013;60
23.10.2013;60
22.10.2013;0
21.10.2013;0
18.10.2013;0
17.10.2013;-13
16.10.2013;-77
15.10.2013;-310
14.10.2013;-13
11.10.2013;-155
10.10.2013;-200
09.10.2013;-200
08.10.2013;-200
07.10.2013;-175
04.10.2013;-101
03.10.2013;-200
02.10.2013;-198
01.10.2013;-200
